id_interacao,data_inicio,categoria,status_final,prioridade,canal,tempo_primeira_resposta,data_fim,tempo_total,origem,qtd_transferencias,FCR,NPS,id_atendente,turno,volume_dia
4692,2021-09-03,Technical issue,Pending Customer Response,High,Chat,916681.4666666667,2021-09-08 11:00:00,7860.0,Chat,1,0,8,AT014,Tarde (14-22h),931
4693,2021-10-01,Cancellation request,Closed,Critical,Chat,876164.4833333333,2021-10-01 00:00:00,0.0,Chat,0,1,5,AT002,Tarde (14-22h),2059
4694,2021-09-12,Cancellation request,Pending Customer Response,Low,Email,903222.5,2021-09-14 22:00:00,4200.0,Email,0,1,9,AT006,Tarde (14-22h),1204
4695,2020-10-26,Cancellation request,Open,High,Email,0.0,2020-10-28 21:00:00,4140.0,Email,0,1,10,AT004,Manhã (06-14h),2271
4696,2020-06-15,Cancellation request,Closed,Low,Social media,1557412.5166666666,2020-06-15 00:00:00,0.0,Social media,1,0,5,AT020,Manhã (06-14h),1310
4697,2021-01-18,Cancellation request,Closed,Medium,Phone,1244847.5333333334,2021-01-18 00:00:00,0.0,Phone,0,1,5,AT014,Manhã (06-14h),1909
4698,2021-07-27,Technical issue,Open,Medium,Phone,0.0,2021-07-30 02:00:00,4440.0,Phone,1,0,9,AT017,Tarde (14-22h),890
4699,2021-05-02,Technical issue,Open,Medium,Email,0.0,2021-05-03 05:00:00,1740.0,Email,1,0,7,AT022,Manhã (06-14h),2005
4700,2021-08-26,Product inquiry,Pending Customer Response,Medium,Chat,927895.6,2021-08-30 05:00:00,6060.0,Chat,0,1,7,AT002,Manhã (06-14h),2291
4701,2021-02-17,Billing inquiry,Closed,Critical,Social media,1201650.6333333333,2021-02-17 00:00:00,0.0,Social media,1,0,5,AT022,Tarde (14-22h),1415
4702,2021-05-20,Cancellation request,Closed,High,Chat,1069002.6666666667,2021-05-20 00:00:00,0.0,Chat,0,1,5,AT013,Tarde (14-22h),1713
4703,2020-10-24,Product inquiry,Open,Low,Social media,0.0,2020-10-27 17:00:00,5340.0,Social media,1,0,3,AT010,Noite (22-06h),1300
4704,2020-09-01,Technical issue,Closed,High,Chat,1445309.7166666666,2020-09-01 00:00:00,0.0,Chat,0,1,5,AT019,Tarde (14-22h),1620
4705,2021-01-27,Refund request,Closed,Low,Chat,1232604.75,2021-01-27 00:00:00,0.0,Chat,2,0,5,AT017,Manhã (06-14h),1801
4706,2021-12-17,Cancellation request,Closed,High,Chat,764778.7833333333,2021-12-17 00:00:00,0.0,Chat,0,1,5,AT016,Tarde (14-22h),2418
4707,2020-08-26,Product inquiry,Pending Customer Response,High,Phone,1453106.7833333334,2020-08-31 15:00:00,8100.0,Phone,0,1,7,AT023,Noite (22-06h),1654
4708,2020-08-04,Product inquiry,Open,Low,Email,0.0,2020-08-05 16:00:00,2400.0,Email,0,1,8,AT010,Manhã (06-14h),971
4709,2021-04-02,Billing inquiry,Closed,Medium,Chat,1138262.85,2021-04-02 00:00:00,0.0,Chat,2,0,5,AT009,Noite (22-06h),1251
4710,2020-12-25,Cancellation request,Pending Customer Response,Medium,Email,1279730.8833333333,2020-12-29 18:00:00,6840.0,Email,0,1,3,AT016,Noite (22-06h),1828
4711,2021-12-04,Product inquiry,Closed,Low,Email,784278.9166666666,2021-12-04 00:00:00,0.0,Email,1,0,5,AT025,Manhã (06-14h),2205
4712,2021-08-16,Technical issue,Closed,Critical,Email,942943.9333333333,2021-08-16 00:00:00,0.0,Email,0,1,5,AT001,Noite (22-06h),1316
4713,2020-02-19,Refund request,Pending Customer Response,Low,Email,1725656.9666666666,2020-02-24 14:00:00,8040.0,Email,1,0,9,AT004,Noite (22-06h),960
4714,2020-05-12,Technical issue,Open,High,Chat,0.0,2020-05-18 17:00:00,9660.0,Chat,0,1,7,AT025,Manhã (06-14h),2118
4715,2021-02-17,Billing inquiry,Closed,High,Email,1201045.9833333334,2021-02-17 00:00:00,0.0,Email,0,1,5,AT010,Tarde (14-22h),1755
4716,2020-06-07,Billing inquiry,Open,Low,Chat,0.0,2020-06-12 15:00:00,8100.0,Chat,0,1,7,AT024,Tarde (14-22h),1563
4717,2021-04-18,Product inquiry,Open,Low,Social media,0.0,2021-04-22 11:00:00,6420.0,Social media,0,1,7,AT006,Manhã (06-14h),2126
4718,2020-04-25,Refund request,Closed,Critical,Social media,1630704.05,2020-04-25 00:00:00,0.0,Social media,0,1,5,AT008,Tarde (14-22h),1904
4719,2020-02-26,Technical issue,Pending Customer Response,Medium,Email,1715781.05,2020-03-02 15:00:00,8100.0,Email,0,1,6,AT017,Tarde (14-22h),1347
4720,2021-02-01,Technical issue,Open,High,Email,0.0,2021-02-03 11:00:00,3540.0,Email,0,1,7,AT007,Tarde (14-22h),1530
4721,2021-05-05,Technical issue,Open,Critical,Chat,0.0,2021-05-11 16:00:00,9600.0,Chat,0,1,10,AT024,Manhã (06-14h),2186
4722,2021-03-11,Technical issue,Closed,High,Email,1169915.1333333333,2021-03-11 00:00:00,0.0,Email,0,1,5,AT003,Tarde (14-22h),2134
4723,2020-03-13,Billing inquiry,Open,High,Phone,0.0,2020-03-14 18:00:00,2520.0,Phone,0,1,6,AT002,Noite (22-06h),1601
4724,2021-08-10,Refund request,Open,Low,Social media,0.0,2021-08-14 23:00:00,7140.0,Social media,0,1,7,AT012,Tarde (14-22h),1299
4725,2020-01-09,Technical issue,Closed,Critical,Email,1784473.2,2020-01-09 00:00:00,0.0,Email,0,1,5,AT011,Tarde (14-22h),876
4726,2020-10-21,Technical issue,Open,Critical,Email,0.0,2020-10-22 19:00:00,2580.0,Email,1,0,10,AT023,Tarde (14-22h),2393
4727,2021-05-24,Technical issue,Open,Medium,Phone,0.0,2021-05-25 01:00:00,1500.0,Phone,0,1,9,AT013,Tarde (14-22h),991
4728,2021-08-19,Product inquiry,Pending Customer Response,Medium,Social media,937650.25,2021-08-24 21:00:00,8460.0,Social media,3,0,6,AT025,Manhã (06-14h),1755
4729,2021-05-13,Product inquiry,Open,High,Social media,0.0,2021-05-14 15:00:00,2340.0,Social media,0,1,2,AT020,Manhã (06-14h),1675
4730,2021-12-25,Refund request,Closed,Low,Phone,754320.3,2021-12-25 00:00:00,0.0,Phone,0,1,5,AT009,Manhã (06-14h),1679
4731,2020-09-04,Refund request,Pending Customer Response,Critical,Social media,1441294.3166666667,2020-09-09 03:00:00,7380.0,Social media,1,0,9,AT016,Tarde (14-22h),1105
4732,2020-08-19,Technical issue,Pending Customer Response,Medium,Email,1464194.3666666667,2020-08-21 15:00:00,3780.0,Email,1,0,10,AT005,Tarde (14-22h),1877
4733,2020-07-03,Refund request,Open,Low,Email,0.0,2020-07-04 20:00:00,2640.0,Email,0,1,9,AT006,Tarde (14-22h),1126
4734,2020-09-09,Refund request,Closed,High,Email,1434013.3833333333,2020-09-09 00:00:00,0.0,Email,0,1,5,AT010,Tarde (14-22h),1070
4735,2020-03-11,Refund request,Open,Low,Phone,0.0,2020-03-12 04:00:00,1680.0,Phone,0,1,7,AT011,Tarde (14-22h),1834
4736,2020-02-01,Technical issue,Closed,Critical,Email,1752296.4333333333,2020-02-01 00:00:00,0.0,Email,0,1,5,AT008,Noite (22-06h),1689
4737,2020-08-19,Cancellation request,Open,Medium,Social media,0.0,2020-08-24 23:00:00,8580.0,Social media,0,1,8,AT007,Tarde (14-22h),821
4738,2020-01-21,Billing inquiry,Closed,Medium,Email,1767982.4833333334,2020-01-21 00:00:00,0.0,Email,1,0,5,AT021,Noite (22-06h),2204
4739,2020-02-24,Technical issue,Pending Customer Response,Medium,Social media,1719185.5166666666,2020-02-29 22:00:00,8520.0,Social media,0,1,10,AT024,Tarde (14-22h),2085
4740,2020-09-29,Product inquiry,Open,High,Chat,0.0,2020-10-01 23:00:00,4260.0,Chat,1,0,8,AT006,Manhã (06-14h),1006
4741,2021-09-23,Product inquiry,Open,High,Chat,0.0,2021-09-29 15:00:00,9540.0,Chat,1,0,8,AT016,Noite (22-06h),1217
4742,2021-08-15,Refund request,Open,Critical,Chat,0.0,2021-08-20 22:00:00,8520.0,Chat,0,1,5,AT011,Tarde (14-22h),1845
4743,2021-07-02,Cancellation request,Open,Critical,Chat,0.0,2021-07-06 22:00:00,7080.0,Chat,0,1,8,AT025,Tarde (14-22h),2373
4744,2020-08-04,Product inquiry,Closed,High,Phone,1485305.65,2020-08-04 00:00:00,0.0,Phone,0,1,5,AT004,Tarde (14-22h),2067
4745,2021-05-05,Technical issue,Open,High,Social media,0.0,2021-05-09 15:00:00,6660.0,Social media,0,1,8,AT025,Manhã (06-14h),1865
4746,2020-06-21,Technical issue,Closed,Low,Email,1549208.7,2020-06-21 00:00:00,0.0,Email,0,1,5,AT013,Noite (22-06h),2259
4747,2020-04-04,Refund request,Closed,High,Phone,1660695.7166666666,2020-04-04 00:00:00,0.0,Phone,0,1,5,AT015,Tarde (14-22h),1886
4748,2021-06-22,Refund request,Open,Medium,Email,0.0,2021-06-23 01:00:00,1500.0,Email,0,1,7,AT007,Tarde (14-22h),1094
4749,2020-08-06,Product inquiry,Closed,Critical,Phone,1481833.7833333334,2020-08-06 00:00:00,0.0,Phone,0,1,5,AT018,Noite (22-06h),1212
4750,2020-11-03,Billing inquiry,Open,High,Chat,0.0,2020-11-06 21:00:00,5580.0,Chat,0,1,5,AT017,Manhã (06-14h),1616
4751,2020-03-15,Refund request,Open,Medium,Email,0.0,2020-03-17 09:00:00,3420.0,Email,0,1,8,AT014,Manhã (06-14h),1790
4752,2020-05-27,Cancellation request,Pending Customer Response,Medium,Email,1584357.8166666667,2020-06-01 03:00:00,7380.0,Email,0,1,10,AT001,Tarde (14-22h),2464
4753,2021-04-02,Product inquiry,Closed,Low,Phone,1138979.85,2021-04-02 00:00:00,0.0,Phone,1,0,5,AT016,Manhã (06-14h),1673
4754,2020-10-05,Refund request,Pending Customer Response,High,Social media,1396432.8833333333,2020-10-07 20:00:00,4080.0,Social media,1,0,9,AT006,Manhã (06-14h),2111
4755,2021-02-01,Technical issue,Pending Customer Response,High,Social media,1225338.9,2021-02-05 15:00:00,6660.0,Social media,0,1,8,AT019,Manhã (06-14h),1114
4756,2021-03-22,Cancellation request,Pending Customer Response,Medium,Email,1153576.9166666667,2021-03-23 11:00:00,2100.0,Email,2,0,10,AT024,Tarde (14-22h),1716
4757,2020-03-25,Billing inquiry,Open,Low,Email,0.0,2020-03-31 20:00:00,9840.0,Email,1,0,8,AT014,Noite (22-06h),1232
4758,2021-10-01,Cancellation request,Open,Critical,Phone,0.0,2021-10-07 04:00:00,8880.0,Phone,0,1,3,AT007,Manhã (06-14h),2273
4759,2020-11-05,Refund request,Open,Low,Chat,0.0,2020-11-09 01:00:00,5820.0,Chat,0,1,1,AT009,Manhã (06-14h),1429
4760,2021-11-23,Billing inquiry,Pending Customer Response,Low,Email,800394.9666666667,2021-11-28 15:00:00,8100.0,Email,1,0,6,AT002,Manhã (06-14h),1285
4761,2020-03-25,Cancellation request,Pending Customer Response,High,Chat,1675633.0,2020-03-29 01:00:00,5820.0,Chat,0,1,10,AT021,Tarde (14-22h),1784
4762,2021-08-12,Billing inquiry,Pending Customer Response,Medium,Social media,948195.0166666667,2021-08-16 15:00:00,6660.0,Social media,0,1,3,AT024,Tarde (14-22h),976
4763,2020-11-30,Refund request,Open,Critical,Social media,0.0,2020-12-03 04:00:00,4560.0,Social media,0,1,5,AT010,Tarde (14-22h),2101
4764,2020-06-13,Technical issue,Open,Low,Chat,0.0,2020-06-18 15:00:00,8100.0,Chat,0,1,5,AT015,Manhã (06-14h),848
4765,2020-10-31,Cancellation request,Pending Customer Response,Low,Social media,1358422.1,2020-11-02 05:00:00,3180.0,Social media,1,0,8,AT021,Manhã (06-14h),2362
4766,2020-09-08,Refund request,Closed,Medium,Chat,1434780.1,2020-09-08 00:00:00,0.0,Chat,0,1,5,AT025,Tarde (14-22h),1786
4767,2021-10-06,Technical issue,Closed,Low,Phone,868464.1333333333,2021-10-06 00:00:00,0.0,Phone,0,1,5,AT002,Tarde (14-22h),2130
4768,2020-07-01,Billing inquiry,Closed,High,Email,1534496.1666666667,2020-07-01 00:00:00,0.0,Email,1,0,5,AT007,Manhã (06-14h),926
4769,2021-08-03,Billing inquiry,Open,Medium,Chat,0.0,2021-08-06 08:00:00,4800.0,Chat,3,0,9,AT022,Tarde (14-22h),2305
4770,2021-12-23,Product inquiry,Closed,Low,Social media,756477.2166666667,2021-12-23 00:00:00,0.0,Social media,1,0,5,AT024,Manhã (06-14h),1298
4771,2021-01-24,Refund request,Closed,High,Phone,1235878.2333333334,2021-01-24 00:00:00,0.0,Phone,0,1,5,AT007,Tarde (14-22h),1628
4772,2020-09-12,Technical issue,Open,High,Chat,0.0,2020-09-15 18:00:00,5400.0,Chat,0,1,7,AT017,Manhã (06-14h),970
4773,2021-05-17,Technical issue,Pending Customer Response,Critical,Chat,1073255.25,2021-05-22 19:00:00,8340.0,Chat,0,1,8,AT022,Tarde (14-22h),1707
4774,2021-09-06,Technical issue,Closed,Critical,Phone,911860.2833333333,2021-09-06 00:00:00,0.0,Phone,0,1,5,AT020,Noite (22-06h),1496
4775,2021-04-13,Cancellation request,Closed,Medium,Email,1122623.3,2021-04-13 00:00:00,0.0,Email,1,0,5,AT014,Tarde (14-22h),1723
4776,2021-09-05,Billing inquiry,Pending Customer Response,Low,Chat,913531.3333333334,2021-09-06 16:00:00,2400.0,Chat,0,1,3,AT001,Noite (22-06h),1033
4777,2021-08-17,Product inquiry,Open,High,Social media,0.0,2021-08-23 13:00:00,9420.0,Social media,1,0,3,AT016,Manhã (06-14h),980
4778,2020-09-19,Technical issue,Closed,High,Phone,1418531.3833333333,2020-09-19 00:00:00,0.0,Phone,1,0,5,AT006,Noite (22-06h),1328
4779,2021-07-16,Technical issue,Closed,Critical,Chat,986672.4166666666,2021-07-16 00:00:00,0.0,Chat,0,1,5,AT015,Tarde (14-22h),1880
4780,2021-12-06,Cancellation request,Open,Critical,Email,0.0,2021-12-10 13:00:00,6540.0,Email,1,0,7,AT008,Tarde (14-22h),2257
4781,2021-03-30,Technical issue,Open,High,Phone,0.0,2021-03-31 03:00:00,1620.0,Phone,0,1,6,AT002,Noite (22-06h),1334
4782,2020-10-20,Cancellation request,Pending Customer Response,High,Social media,1375049.4666666666,2020-10-21 13:00:00,2220.0,Social media,3,0,9,AT011,Tarde (14-22h),1559
4783,2021-05-26,Technical issue,Open,Medium,Email,0.0,2021-05-29 19:00:00,5460.0,Email,2,0,9,AT023,Noite (22-06h),1885
4784,2020-08-13,Refund request,Closed,High,Chat,1472578.5166666666,2020-08-13 00:00:00,0.0,Chat,1,0,5,AT004,Tarde (14-22h),2258
4785,2020-11-18,Technical issue,Pending Customer Response,Medium,Email,1333080.5333333334,2020-11-22 12:00:00,6480.0,Email,0,1,2,AT004,Noite (22-06h),813
4786,2020-03-02,Cancellation request,Pending Customer Response,Low,Social media,1707857.5666666667,2020-03-04 07:00:00,3300.0,Social media,0,1,10,AT005,Noite (22-06h),2107
4787,2020-11-10,Technical issue,Open,Low,Social media,0.0,2020-11-13 17:00:00,5340.0,Social media,0,1,6,AT001,Tarde (14-22h),2310
4788,2021-03-30,Refund request,Open,Medium,Chat,0.0,2021-04-04 15:00:00,8100.0,Chat,0,1,7,AT016,Tarde (14-22h),1384
4789,2021-04-05,Product inquiry,Pending Customer Response,Medium,Phone,1134349.5833333333,2021-04-08 06:00:00,4680.0,Phone,0,1,9,AT013,Tarde (14-22h),1989
4790,2021-10-23,Billing inquiry,Open,Critical,Email,0.0,2021-10-29 07:00:00,9060.0,Email,1,0,1,AT024,Noite (22-06h),2100
4791,2021-03-31,Refund request,Open,Critical,Email,0.0,2021-04-02 17:00:00,3900.0,Email,0,1,7,AT007,Manhã (06-14h),2272
4792,2021-06-14,Technical issue,Pending Customer Response,Critical,Phone,1033800.65,2021-06-20 02:00:00,8760.0,Phone,0,1,8,AT021,Manhã (06-14h),2300
4793,2020-03-02,Technical issue,Pending Customer Response,Medium,Phone,1708191.6666666667,2020-03-04 09:00:00,3420.0,Phone,0,1,6,AT012,Manhã (06-14h),1336
4794,2021-12-10,Technical issue,Open,Critical,Email,0.0,2021-12-14 04:00:00,6000.0,Email,1,0,8,AT023,Tarde (14-22h),1521
4795,2020-09-20,Product inquiry,Open,High,Social media,0.0,2020-09-21 02:00:00,1560.0,Social media,0,1,10,AT005,Manhã (06-14h),951
4796,2021-03-31,Refund request,Open,High,Email,0.0,2021-04-06 19:00:00,9780.0,Email,0,1,9,AT006,Manhã (06-14h),2218
4797,2021-11-24,Billing inquiry,Pending Customer Response,Critical,Email,799045.7666666667,2021-11-30 10:00:00,9240.0,Email,1,0,6,AT013,Tarde (14-22h),1379
4798,2020-03-02,Billing inquiry,Pending Customer Response,High,Chat,1708571.8,2020-03-04 21:00:00,4140.0,Chat,0,1,10,AT003,Manhã (06-14h),1625
4799,2020-07-17,Billing inquiry,Pending Customer Response,High,Phone,1511566.8166666667,2020-07-21 13:00:00,6540.0,Phone,0,1,3,AT014,Manhã (06-14h),1137
4800,2021-11-25,Cancellation request,Open,High,Phone,0.0,2021-11-26 17:00:00,2460.0,Phone,0,1,7,AT024,Tarde (14-22h),1762
4801,2020-11-11,Product inquiry,Open,Critical,Email,0.0,2020-11-14 02:00:00,4440.0,Email,2,0,8,AT010,Tarde (14-22h),1654
4802,2020-04-19,Billing inquiry,Open,High,Chat,0.0,2020-04-25 11:00:00,9300.0,Chat,1,0,3,AT016,Tarde (14-22h),1875
4803,2021-06-05,Refund request,Closed,Low,Chat,1046737.8833333333,2021-06-05 00:00:00,0.0,Chat,0,1,5,AT014,Manhã (06-14h),971
4804,2020-04-12,Technical issue,Open,Medium,Email,0.0,2020-04-15 21:00:00,5580.0,Email,0,1,7,AT016,Noite (22-06h),1238
4805,2020-06-21,Cancellation request,Closed,Medium,Email,1548127.95,2020-06-21 00:00:00,0.0,Email,0,1,5,AT007,Tarde (14-22h),2188
4806,2021-01-01,Billing inquiry,Pending Customer Response,Critical,Email,1269660.9666666666,2021-01-03 07:00:00,3300.0,Email,1,0,9,AT022,Tarde (14-22h),2050
4807,2020-10-09,Product inquiry,Open,Low,Email,0.0,2020-10-10 02:00:00,1560.0,Email,0,1,9,AT011,Tarde (14-22h),1395
4808,2020-06-13,Technical issue,Open,Low,Email,0.0,2020-06-17 03:00:00,5940.0,Email,1,0,10,AT010,Manhã (06-14h),1955
4809,2020-05-09,Refund request,Open,Low,Social media,0.0,2020-05-15 03:00:00,8820.0,Social media,0,1,6,AT008,Tarde (14-22h),1514
4810,2021-04-16,Technical issue,Open,Critical,Email,0.0,2021-04-21 22:00:00,8520.0,Email,1,0,5,AT001,Tarde (14-22h),1277
4811,2021-09-30,Cancellation request,Open,Low,Social media,0.0,2021-10-06 18:00:00,9720.0,Social media,0,1,8,AT013,Manhã (06-14h),1812
4812,2021-01-15,Refund request,Open,Low,Chat,0.0,2021-01-19 20:00:00,6960.0,Chat,0,1,10,AT007,Tarde (14-22h),1858
4813,2021-01-03,Refund request,Pending Customer Response,Critical,Social media,1266784.1333333333,2021-01-05 18:00:00,3960.0,Social media,0,1,5,AT013,Manhã (06-14h),2321
4814,2021-06-29,Billing inquiry,Pending Customer Response,Low,Phone,1012292.15,2021-07-02 06:00:00,4680.0,Phone,2,0,8,AT024,Manhã (06-14h),2115
4815,2020-01-13,Product inquiry,Pending Customer Response,High,Phone,1779392.1833333333,2020-01-16 08:00:00,4800.0,Phone,2,0,8,AT007,Noite (22-06h),2070
4816,2020-02-09,Refund request,Closed,High,Phone,1740847.2166666666,2020-02-09 00:00:00,0.0,Phone,1,0,5,AT013,Manhã (06-14h),1397
4817,2020-04-04,Cancellation request,Closed,High,Email,1660396.25,2020-04-04 00:00:00,0.0,Email,0,1,5,AT024,Tarde (14-22h),1143
4818,2020-12-13,Refund request,Closed,High,Social media,1296598.2833333334,2020-12-13 00:00:00,0.0,Social media,0,1,5,AT006,Manhã (06-14h),2475
4819,2020-01-28,Technical issue,Open,Low,Chat,0.0,2020-01-29 02:00:00,1560.0,Chat,0,1,8,AT024,Manhã (06-14h),2421
4820,2021-07-12,Billing inquiry,Open,Medium,Chat,0.0,2021-07-17 11:00:00,7860.0,Chat,0,1,8,AT011,Tarde (14-22h),1580
4821,2020-03-01,Cancellation request,Closed,Low,Social media,1709837.35,2020-03-01 00:00:00,0.0,Social media,1,0,5,AT003,Tarde (14-22h),1429
4822,2021-09-18,Refund request,Open,High,Phone,0.0,2021-09-21 21:00:00,5580.0,Phone,1,0,3,AT021,Manhã (06-14h),1713
4823,2021-02-13,Cancellation request,Pending Customer Response,Low,Phone,1207288.3833333333,2021-02-14 01:00:00,1500.0,Phone,0,1,10,AT016,Manhã (06-14h),1719
4824,2021-05-15,Cancellation request,Open,Low,Phone,0.0,2021-05-16 21:00:00,2700.0,Phone,0,1,10,AT020,Noite (22-06h),1942
4825,2021-06-10,Cancellation request,Pending Customer Response,Medium,Email,1039375.4166666666,2021-06-16 02:00:00,8760.0,Email,1,0,8,AT007,Noite (22-06h),1625
4826,2020-12-18,Technical issue,Closed,Medium,Phone,1290034.4166666667,2020-12-18 00:00:00,0.0,Phone,1,0,5,AT024,Manhã (06-14h),962
4827,2020-04-24,Technical issue,Open,High,Social media,0.0,2020-04-26 18:00:00,3960.0,Social media,0,1,8,AT016,Manhã (06-14h),1463
4828,2021-01-31,Technical issue,Open,High,Social media,0.0,2021-02-02 08:00:00,3360.0,Social media,0,1,7,AT012,Noite (22-06h),2181
4829,2020-04-26,Cancellation request,Pending Customer Response,Medium,Social media,1629261.4833333334,2020-04-27 18:00:00,2520.0,Social media,0,1,6,AT005,Tarde (14-22h),1914
4830,2021-07-10,Billing inquiry,Pending Customer Response,Low,Chat,995540.4833333333,2021-07-11 06:00:00,1800.0,Chat,1,0,6,AT023,Noite (22-06h),960
4831,2020-03-24,Refund request,Pending Customer Response,High,Phone,1676939.5166666666,2020-03-29 16:00:00,8160.0,Phone,1,0,7,AT003,Tarde (14-22h),2440
4832,2021-11-03,Cancellation request,Closed,Low,Phone,828970.5333333333,2021-11-03 00:00:00,0.0,Phone,0,1,5,AT007,Tarde (14-22h),1277
4833,2021-08-01,Product inquiry,Closed,High,Email,963341.5666666667,2021-08-01 00:00:00,0.0,Email,1,0,5,AT009,Manhã (06-14h),2376
4834,2021-01-03,Product inquiry,Pending Customer Response,Medium,Email,1266686.6,2021-01-07 22:00:00,7080.0,Email,0,1,5,AT009,Tarde (14-22h),2308
4835,2021-05-05,Cancellation request,Closed,Low,Email,1091297.6166666667,2021-05-05 00:00:00,0.0,Email,1,0,5,AT014,Manhã (06-14h),872
4836,2021-04-09,Billing inquiry,Pending Customer Response,Medium,Phone,1127516.6333333333,2021-04-10 16:00:00,2400.0,Phone,2,0,7,AT007,Tarde (14-22h),1484
4837,2020-07-02,Billing inquiry,Open,Low,Phone,0.0,2020-07-05 18:00:00,5400.0,Phone,0,1,3,AT006,Tarde (14-22h),1854
4838,2021-08-18,Product inquiry,Pending Customer Response,Low,Phone,939010.6833333333,2021-08-19 23:00:00,2820.0,Phone,1,0,2,AT006,Manhã (06-14h),1855
4839,2020-05-11,Technical issue,Open,Critical,Email,0.0,2020-05-12 19:00:00,2580.0,Email,0,1,9,AT006,Manhã (06-14h),2421
4840,2021-02-28,Refund request,Open,High,Chat,0.0,2021-03-03 11:00:00,4980.0,Chat,0,1,2,AT024,Tarde (14-22h),1670
4841,2021-07-19,Technical issue,Open,High,Social media,0.0,2021-07-20 12:00:00,2160.0,Social media,0,1,9,AT006,Manhã (06-14h),949
4842,2021-04-17,Cancellation request,Closed,Critical,Phone,1116058.75,2021-04-17 00:00:00,0.0,Phone,3,0,5,AT015,Manhã (06-14h),970
4843,2020-09-05,Product inquiry,Closed,Low,Phone,1438788.7833333334,2020-09-05 00:00:00,0.0,Phone,0,1,5,AT009,Tarde (14-22h),2347
4844,2020-09-06,Product inquiry,Open,Critical,Email,0.0,2020-09-12 23:00:00,10020.0,Email,3,0,7,AT002,Noite (22-06h),982
4845,2021-07-24,Billing inquiry,Open,Critical,Email,0.0,2021-07-27 12:00:00,5040.0,Email,0,1,7,AT013,Tarde (14-22h),1502
4846,2021-02-02,Billing inquiry,Pending Customer Response,Critical,Email,1223329.85,2021-02-05 15:00:00,5220.0,Email,1,0,5,AT012,Manhã (06-14h),1728
4847,2020-06-16,Technical issue,Pending Customer Response,Critical,Social media,1555923.8833333333,2020-06-18 12:00:00,3600.0,Social media,1,0,10,AT023,Tarde (14-22h),1257
4848,2020-06-12,Billing inquiry,Open,High,Social media,0.0,2020-06-14 02:00:00,3000.0,Social media,3,0,4,AT018,Tarde (14-22h),1871
4849,2020-03-06,Billing inquiry,Open,High,Chat,0.0,2020-03-09 09:00:00,4860.0,Chat,1,0,4,AT023,Tarde (14-22h),2459
4850,2021-02-05,Product inquiry,Closed,Low,Chat,1219437.95,2021-02-05 00:00:00,0.0,Chat,0,1,5,AT022,Tarde (14-22h),1920
4851,2020-09-17,Cancellation request,Pending Customer Response,Critical,Phone,1422378.9666666666,2020-09-20 17:00:00,5340.0,Phone,0,1,5,AT007,Manhã (06-14h),2060
4852,2021-04-04,Refund request,Pending Customer Response,Low,Email,1135827.0166666666,2021-04-05 17:00:00,2460.0,Email,1,0,8,AT010,Tarde (14-22h),2298
4853,2021-11-15,Product inquiry,Pending Customer Response,Medium,Email,811999.0333333333,2021-11-16 04:00:00,1680.0,Email,0,1,7,AT011,Manhã (06-14h),1738
4854,2020-08-17,Billing inquiry,Pending Customer Response,Medium,Email,1466732.05,2020-08-20 02:00:00,4440.0,Email,0,1,3,AT002,Manhã (06-14h),1214
4855,2020-06-22,Refund request,Open,Medium,Chat,0.0,2020-06-27 06:00:00,7560.0,Chat,1,0,3,AT001,Noite (22-06h),1646
4856,2020-08-04,Cancellation request,Pending Customer Response,Low,Phone,1485316.0833333333,2020-08-06 08:00:00,3360.0,Phone,3,0,9,AT007,Tarde (14-22h),1696
4857,2020-05-20,Refund request,Open,Critical,Phone,0.0,2020-05-26 19:00:00,9780.0,Phone,0,1,8,AT001,Noite (22-06h),1721
4858,2021-04-16,Cancellation request,Closed,Critical,Chat,1118580.15,2021-04-16 00:00:00,0.0,Chat,1,0,5,AT012,Tarde (14-22h),864
4859,2020-02-28,Cancellation request,Open,Medium,Phone,0.0,2020-03-04 13:00:00,7980.0,Phone,0,1,6,AT012,Tarde (14-22h),2070
4860,2020-08-17,Product inquiry,Open,Medium,Phone,0.0,2020-08-23 11:00:00,9300.0,Phone,0,1,6,AT002,Manhã (06-14h),1486
4861,2021-11-02,Cancellation request,Pending Customer Response,Low,Social media,829618.2166666667,2021-11-08 17:00:00,9660.0,Social media,0,1,3,AT010,Manhã (06-14h),888
4862,2020-12-22,Billing inquiry,Pending Customer Response,Low,Social media,1284430.25,2020-12-24 23:00:00,4260.0,Social media,0,1,8,AT017,Manhã (06-14h),1085
4863,2020-12-09,Refund request,Open,Medium,Phone,0.0,2020-12-12 10:00:00,4920.0,Phone,0,1,1,AT025,Manhã (06-14h),1113
4864,2020-03-18,Technical issue,Open,High,Phone,0.0,2020-03-20 14:00:00,3720.0,Phone,0,1,8,AT001,Tarde (14-22h),1759
4865,2021-02-20,Billing inquiry,Pending Customer Response,Medium,Phone,1197443.3166666667,2021-02-26 06:00:00,9000.0,Phone,0,1,8,AT021,Tarde (14-22h),2347
4866,2021-05-26,Technical issue,Closed,High,Email,1061065.3333333333,2021-05-26 00:00:00,0.0,Email,0,1,5,AT021,Tarde (14-22h),1238
4867,2021-10-02,Technical issue,Pending Customer Response,Low,Phone,875159.35,2021-10-08 08:00:00,9120.0,Phone,0,1,9,AT014,Manhã (06-14h),1829
